%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
0.698	671	0	263	165	4.473e-05	33042	genus	                Coprococcus
0.3589	345	0	123	113	4.181e-05	33043	species	                  Coprococcus eutactus
0.3589	345	345	123	113	4.181e-05	411474	strain	                    Coprococcus eutactus ATCC 27759
0.3391	326	326	140	211	4.769e-05	410072	species	                  Coprococcus comes
0.5378	517	0	64	129	1.42e-05	2719231	genus	                Lacrimispora
0.5378	517	0	64	129	1.42e-05	84030	species	                  Lacrimispora saccharolytica
0.5378	517	517	64	129	1.42e-05	610130	strain	                    [Clostridium] saccharolyticum WM1
0.31	298	257	60	32.4	5.025e-06	830	genus	                Butyrivibrio
0.03121	30	30	10	15	2.332e-06	831	species	                  Butyrivibrio fibrisolvens
0.01144	11	11	3	44.3	9.046e-07	185008	species	                  Butyrivibrio hungatei
0.2174	209	0	137	85.5	4.755e-05	189330	genus	                Dorea
0.2174	209	209	137	85.5	4.755e-05	88431	species	                  Dorea longicatena
0.1893	182	0	64	28.9	2.395e-05	1164882	genus	                Lachnoanaerobaculum
0.1893	182	182	64	28.9	2.395e-05	617123	species	                  Lachnoanaerobaculum umeaense
0.1592	153	0	125	35.3	3.272e-05	2944198	genus	                Wansuia
0.1592	153	153	125	35.3	3.272e-05	2763667	species	                  Wansuia hejianensis
0.1519	146	0	16	119	5.037e-06	2569097	genus	                Anaerobutyricum
0.1519	146	146	16	119	5.037e-06	39488	species	                  Anaerobutyricum hallii
0.1186	114	0	63	11.9	2.047e-05	1769710	genus	                Sellimonas
0.1186	114	114	63	11.9	2.047e-05	1653434	species	                  Sellimonas intestinalis
0.1061	102	0	67	127	3.473e-05	1506577	genus	                Tyzzerella
0.1061	102	102	67	127	3.473e-05	36835	species	                  [Clostridium] colinum
0.05097	49	6	30	20.5	1.843e-06	1843210	genus	                Anaerocolumna
0.02913	28	28	9	38.7	1.697e-06	433286	species	                  Anaerocolumna cellulosilytica
0.0156	15	15	7	29	1.259e-06	1727145	species	                  Anaerocolumna chitinilytica
0.03121	30	0	68	11.8	6.438e-06	2719313	genus	                Enterocloster
0.03121	30	30	68	11.8	6.438e-06	208479	species	                  Enterocloster bolteae
0.03017	29	0	84	23.6	1.822e-05	2316020	genus	                Mediterraneibacter
0.03017	29	29	84	23.6	1.822e-05	33038	species	                  [Ruminococcus] gnavus
0.02913	28	28	41	92	6.148e-06	698776	genus	                Cellulosilyticum
0.02393	23	16	179	4.09	1.666e-05	207244	genus	                Anaerostipes
0.006242	6	6	129	1.6	4.409e-05	649756	species	                  Anaerostipes hadrus
0.00104	1	1	7	1.29	1.617e-06	105841	species	                  Anaerostipes caccae
0.02289	22	0	42	31.3	1.415e-05	2944195	genus	                Qiania
0.02289	22	22	42	31.3	1.415e-05	2763669	species	                  Qiania dongpingensis
0.01664	16	0	14	153	4.251e-06	2888809	genus	                Novisyntrophococcus
0.01664	16	16	14	153	4.251e-06	2068655	species	                  Novisyntrophococcus fermenticellae
0.0104	10	0	25	11	7.298e-06	46205	genus	                Pseudobutyrivibrio
0.0104	10	10	25	11	7.298e-06	185007	species	                  Pseudobutyrivibrio xylanivorans
0.002081	2	0	7	1.86	2.797e-06	1663717	genus	                Herbinix
0.002081	2	2	7	1.86	2.797e-06	1679721	species	                  Herbinix luporum
0.5638	542	5	1177	17.9	3.713e-06	31979	family	              Clostridiaceae
0.5462	525	23	979	19.2	3.656e-06	1485	genus	                Clostridium
0.2289	220	218	114	37.9	3.801e-06	1491	species	                  Clostridium botulinum
0.002081	2	2	11	3.82	2.971e-05	941968	strain	                    Clostridium botulinum H04402 065
0.2257	217	1	189	37.8	5.101e-06	2614128	no rank	                  unclassified Clostridium
0.1831	176	176	28	147	7.617e-06	2934315	species	                    Clostridium sp. M3/9
0.02809	27	27	64	28.6	2.326e-05	1042156	species	                    Clostridium sp. SY8519
0.008322	8	8	37	16.3	1.471e-05	2930219	species	                    Clostridium sp. BJN0001
0.004161	4	4	29	17.9	7.695e-06	2779445	species	                    Clostridium sp. 'deep sea'
0.00104	1	1	13	1.23	4.61e-06	1155388	species	                    Clostridium sp. C1
0.02705	26	24	109	9.39	6.032e-06	1502	species	                  Clostridium perfringens
0.002081	2	2	5	1.8	4.837e-05	195102	strain	                    Clostridium perfringens str. 13
0.01664	16	16	48	19.2	3.659e-06	1520	species	                  Clostridium beijerinckii
0.0104	10	10	19	85.3	4.053e-06	36845	species	                  Clostridium intestinale
0.005202	5	5	42	3.67	1.215e-05	1216932	species	                  Clostridium bornimense
0.003121	3	3	20	4.35	6.28e-06	394958	species	                  Clostridium taeniosporum
0.002081	2	2	5	4.8	1.654e-06	332101	species	                  Clostridium drakei
0.00104	1	1	31	1.32	4.462e-06	1534	species	                  Clostridium kluyveri
0.00104	1	1	24	1.54	2.622e-06	1492	species	                  Clostridium butyricum
0.00104	1	1	2	7	3.349e-07	2320868	species	                  Clostridium manihotivorum
0.008322	8	0	49	19.1	8.783e-06	1649459	genus	                Hungatella
0.008322	8	0	49	19.1	8.783e-06	154046	species	                  Hungatella hathewayi
0.008322	8	8	49	19.1	8.783e-06	742737	strain	                    Hungatella hathewayi WAL-18680
0.003121	3	0	17	29.9	1.705e-06	1848399	genus	                Crassaminicella
0.003121	3	3	14	10.1	4.798e-06	2599308	species	                  Crassaminicella thermophila
0.00104	1	0	33	10.5	1.163e-05	44258	genus	                Caloramator
0.00104	1	0	33	10.5	1.163e-05	2629145	no rank	                  unclassified Caloramator
0.00104	1	1	33	10.5	1.163e-05	2576307	species	                    Caloramator sp. E03
0.5389	518	0	514	61.9	1.368e-05	538999	no rank	              Eubacteriales incertae sedis
0.258	248	55	288	34.3	1.864e-05	543314	family	                Eubacteriales Family XIII. Incertae Sedis
0.1873	180	59	40	80.5	4.256e-06	2060094	genus	                  Aminipila
0.1259	121	121	31	76.5	9.471e-06	433296	species	                    Aminipila butyrica
0.009363	9	0	172	3.83	9.726e-05	86331	genus	                  Mogibacterium
0.009363	9	9	172	3.83	9.726e-05	114527	species	                    Mogibacterium diversum
0.004161	4	0	17	22.2	3.969e-06	1926556	genus	                  Emergencia
0.004161	4	4	17	22.2	3.969e-06	1776384	species	                    Emergencia timonensis
0.1821	175	0	68	163	1.536e-05	1392389	genus	                Intestinimonas
0.1821	175	175	68	163	1.536e-05	1297617	species	                  Intestinimonas butyriciproducens
0.08635	83	0	53	180	2.069e-05	2717089	genus	                Massilistercora
0.08635	83	83	53	180	2.069e-05	2086584	species	                  Massilistercora timonensis
0.01144	11	0	32	34.1	1.13e-05	1918454	genus	                Flintibacter
0.01144	11	0	32	34.1	1.13e-05	2610894	no rank	                  unclassified Flintibacter
0.01144	11	11	32	34.1	1.13e-05	2610895	species	                    Flintibacter sp. KGMB00164
0.00104	1	0	44	2.82	5.364e-06	539000	family	                Clostridiales Family XVII. Incertae Sedis
0.00104	1	1	44	2.82	5.364e-06	73918	genus	                  Thermaerobacter
0.1019	98	8	332	15.6	6.995e-06	186804	family	              Peptostreptococcaceae
0.05826	56	0	56	42.4	1.898e-05	1501226	genus	                Romboutsia
0.05826	56	0	56	42.4	1.898e-05	2626894	no rank	                  unclassified Romboutsia
0.05826	56	56	56	42.4	1.898e-05	2724150	species	                    Romboutsia sp. CE17
0.01248	12	0	109	11.6	5.302e-06	1870884	genus	                Clostridioides
0.01248	12	8	101	12.4	8.265e-06	1496	species	                  Clostridioides difficile
0.004161	4	4	12	11.3	0.004545	699033	strain	                    Clostridioides difficile 2007855
0.01144	11	0	14	6.86	3.488e-06	1505652	genus	                Terrisporobacter
0.01144	11	0	14	6.86	3.488e-06	2633511	no rank	                  unclassified Terrisporobacter
0.01144	11	11	14	6.86	3.488e-06	2813371	species	                    Terrisporobacter sp. MCA3
0.006242	6	0	42	5	2.383e-05	44259	genus	                Filifactor
0.006242	6	0	42	5	2.383e-05	143361	species	                  Filifactor alocis
0.006242	6	6	42	5	2.383e-05	546269	strain	                    Filifactor alocis ATCC 35896
0.004161	4	0	13	9.69	2.445e-06	1849828	genus	                Paeniclostridium
0.004161	4	4	13	9.69	2.445e-06	1505	species	                  Paeniclostridium sordellii
0.00104	1	0	9	1.11	3.364e-06	186831	genus	                Acetoanaerobium
0.00104	1	1	9	1.11	3.364e-06	1511	species	                  Acetoanaerobium sticklandii
0.04577	44	0	31	34.7	7.361e-07	2937909	family	              Desulfitobacteriaceae
0.04577	44	44	8	128	1.433e-06	56112	genus	                Dehalobacter
0.01352	13	0	92	6.59	2.655e-06	186807	family	              Peptococcaceae
0.006242	6	0	24	10.4	6.656e-06	2651578	genus	                Thermanaerosceptrum
0.006242	6	6	24	10.4	6.656e-06	1712410	species	                  Thermanaerosceptrum fracticalcis
0.004161	4	0	24	7.58	5.587e-06	2282742	genus	                Desulfofarcimen
0.004161	4	0	24	7.58	5.587e-06	58138	species	                  Desulfofarcimen acetoxidans
0.004161	4	4	24	7.58	5.587e-06	485916	strain	                    Desulfofarcimen acetoxidans DSM 771
0.00104	1	1	31	4.58	3.019e-06	2916693	genus	                Desulforamulus
0.00104	1	0	4	5	6.357e-07	2840454	genus	                Candidatus Formimonas
0.00104	1	1	4	5	6.357e-07	1761012	species	                  Candidatus Formimonas warabiya
0.00104	1	0	2	1.5	8.789e-07	471826	genus	                Candidatus Desulforudis
0.00104	1	1	2	1.5	8.789e-07	471827	species	                  Candidatus Desulforudis audaxviator
0.0104	10	0	71	16.2	2.16e-06	186806	family	              Eubacteriaceae
0.008322	8	4	12	60	1.587e-06	33951	genus	                Acetobacterium
0.004161	4	4	2	213	5.548e-07	52694	species	                  Acetobacterium wieringae
0.00104	1	0	35	10.7	1.529e-06	1730	genus	                Eubacterium
0.00104	1	0	24	4.67	2.656e-06	2624479	no rank	                  unclassified Eubacterium
0.00104	1	1	17	6.06	5.892e-06	2841037	species	                    Eubacterium sp. c-25
0.00104	1	0	11	1.45	4.558e-06	274470	genus	                Alkalibacter
0.00104	1	0	11	1.45	4.558e-06	2619948	no rank	                  unclassified Alkalibacter
0.00104	1	1	11	1.45	4.558e-06	2815577	species	                    Alkalibacter sp. ES005
0.009363	9	2	48	11.8	3.165e-06	2603322	family	              Vallitaleaceae
0.005202	5	0	22	2.95	6.526e-06	2603323	genus	                Petrocella
0.005202	5	5	22	2.95	6.526e-06	2173034	species	                  Petrocella atlantisensis
0.002081	2	2	14	11	1.187e-06	1348611	genus	                Vallitalea
0.004161	4	0	45	11.4	8.646e-06	990719	family	              Christensenellaceae
0.004161	4	0	45	11.4	8.646e-06	990721	genus	                Christensenella
0.004161	4	0	34	14.3	1.442e-05	2649046	no rank	                  unclassified Christensenella
0.004161	4	4	34	14.3	1.442e-05	2086585	species	                    Christensenella sp. Marseille-P3954
0.002081	2	0	24	7.58	5.136e-06	2867375	family	              Desulfallaceae
0.002081	2	0	24	7.58	5.136e-06	2867376	genus	                Desulfoscipio
0.002081	2	0	24	7.58	5.136e-06	102134	species	                  Desulfoscipio gibsoniae
0.002081	2	2	24	7.58	5.136e-06	767817	strain	                    Desulfoscipio gibsoniae DSM 7213
0.00104	1	0	6	6.17	1.718e-06	1491775	family	              Proteinivoraceae
0.00104	1	0	6	6.17	1.718e-06	2838170	genus	                Alkalicella
0.00104	1	1	6	6.17	1.718e-06	2731377	species	                  Alkalicella caledoniensis
0.00104	1	0	1	3	3.29e-07	2937911	family	              Thermincolaceae
0.00104	1	0	1	3	3.29e-07	278993	genus	                Thermincola
0.00104	1	0	1	3	3.29e-07	863643	species	                  Thermincola potens
0.00104	1	1	1	3	3.29e-07	635013	strain	                    Thermincola potens JR
0.01352	13	0	98	27.8	1.544e-06	68295	order	            Thermoanaerobacterales
0.01144	11	0	51	8.25	1.973e-06	186814	family	              Thermoanaerobacteraceae
0.01144	11	11	19	18.4	2.155e-06	1754	genus	                Thermoanaerobacter
0.002081	2	0	17	113	4.768e-06	227387	family	              Thermodesulfobiaceae
0.002081	2	2	17	113	4.768e-06	227388	genus	                Thermodesulfobium
0.00104	1	0	65	5.31	3.359e-06	53433	order	            Halanaerobiales
0.00104	1	0	15	5.8	3.044e-06	53434	family	              Halobacteroidaceae
0.00104	1	0	8	3.25	3.142e-06	42417	genus	                Halobacteroides
0.00104	1	0	8	3.25	3.142e-06	42422	species	                  Halobacteroides halobius
0.00104	1	1	8	3.25	3.142e-06	748449	strain	                    Halobacteroides halobius DSM 5150
0.00104	1	0	16	4.12	2.56e-06	485256	order	            Natranaerobiales
0.00104	1	0	7	3.14	2.195e-06	2807496	family	              Natranaerofabaceae
0.00104	1	0	7	3.14	2.195e-06	2807497	genus	                Natranaerofaba
0.00104	1	1	7	3.14	2.195e-06	2742683	species	                  Natranaerofaba carboxydovora
11.35	10908	56	1197	811	1.589e-05	909932	class	          Negativicutes
8.587	8254	0	215	2.61e+03	2.35e-05	1843488	order	            Acidaminococcales
8.587	8254	3308	215	2.61e+03	2.35e-05	909930	family	              Acidaminococcaceae
5.082	4885	0	105	752	2.334e-05	33024	genus	                Phascolarctobacterium
5.082	4885	4885	105	752	2.334e-05	33025	species	                  Phascolarctobacterium faecium
0.06346	61	61	38	9	8.169e-06	904	genus	                Acidaminococcus
2.365	2273	0	464	715	1.131e-05	909929	order	            Selenomonadales
2.348	2257	1	373	885	1.774e-05	1843491	family	              Selenomonadaceae
2.337	2246	86	189	1.36e+03	3.044e-05	158846	genus	                Megamonas
2.247	2160	2160	113	1.12e+03	2.783e-05	437897	species	                  Megamonas funiformis
0.009363	9	0	92	31	7.644e-06	970	genus	                Selenomonas
0.005202	5	5	60	24.9	1e-05	2637378	no rank	                  unclassified Selenomonas
0.004161	4	0	14	36.3	3.974e-06	971	species	                  Selenomonas ruminantium
0.004161	4	0	14	36.3	3.974e-06	114197	subspecies	                    Selenomonas ruminantium subsp. lactilytica
0.004161	4	4	14	36.3	3.974e-06	927704	strain	                      Selenomonas ruminantium subsp. lactilytica TAM6421
0.00104	1	0	38	7.79	1.364e-05	864	genus	                Pectinatus
0.00104	1	1	38	7.79	1.364e-05	865	species	                  Pectinatus frisingensis
0.01664	16	1	91	17.4	4.549e-06	1843490	family	              Sporomusaceae
0.01144	11	0	4	95.2	7.748e-07	2375	genus	                Sporomusa
0.01144	11	11	4	95.2	7.748e-07	2377	species	                  Sporomusa termitida
0.003121	3	3	62	6.65	6.071e-06	365348	genus	                Pelosinus
0.00104	1	0	7	50.3	1.515e-06	2093783	genus	                Methylomusa
0.00104	1	1	7	50.3	1.515e-06	1930071	species	                  Methylomusa anaerophila
0.3381	325	0	466	32.5	1.853e-05	1843489	order	            Veillonellales
0.3381	325	0	466	32.5	1.853e-05	31977	family	              Veillonellaceae
0.3308	318	24	240	54.9	6.442e-05	39948	genus	                Dialister
0.3058	294	294	93	74.3	7.489e-05	39950	species	                  Dialister pneumosintes
0.004161	4	1	29	13.9	3.199e-06	906	genus	                Megasphaera
0.002081	2	2	5	33.4	1.255e-06	907	species	                  Megasphaera elsdenii
0.00104	1	1	10	1.4	3.983e-06	1232428	species	                  Megasphaera massiliensis
0.003121	3	1	183	2.39	1.482e-05	29465	genus	                Veillonella
0.002081	2	2	47	1.02	1.194e-05	29466	species	                  Veillonella parvula
0.4182	402	0	836	62.2	1.437e-05	526524	class	          Erysipelotrichia
0.4182	402	0	836	62.2	1.437e-05	526525	order	            Erysipelotrichales
0.2861	275	1	701	54.2	1.39e-05	128827	family	              Erysipelotrichaceae
0.2133	205	0	170	156	6.294e-05	2678885	genus	                Faecalibacillus
0.2133	205	205	170	156	6.294e-05	1982626	species	                  Faecalibacillus intestinalis
0.03225	31	0	3	57	9.661e-07	2749267	genus	                Amedibacterium
0.03225	31	31	3	57	9.661e-07	2583452	species	                  Amedibacterium intestinale
0.01769	17	0	6	22.3	2.101e-06	1918536	genus	                Longicatena
0.01769	17	17	6	22.3	2.101e-06	1796635	species	                  Longicatena caecimuris
0.0156	15	0	309	5.65	2.62e-05	1505663	genus	                Erysipelatoclostridium
0.0104	10	10	139	7.29	1.887e-05	1522	species	                  [Clostridium] innocuum
0.005202	5	5	170	4.31	3.842e-05	1547	species	                  Erysipelatoclostridium ramosum
0.003121	3	0	65	6.72	4.118e-06	1647	genus	                Erysipelothrix
0.003121	3	3	17	3.47	7.156e-06	1514105	species	                  Erysipelothrix larvae
0.00104	1	0	7	2.14	3.202e-06	2943184	genus	                Tannockella
0.00104	1	1	7	2.14	3.202e-06	2899121	species	                  Tannockella kyphosi
0.00104	1	0	6	1	1.146e-06	174708	genus	                Allobaculum
0.00104	1	0	6	1	2.427e-06	2623473	no rank	                  unclassified Allobaculum
0.00104	1	1	6	1	2.427e-06	2853432	species	                    Allobaculum sp. Allo2
0.00104	1	0	5	1	2.113e-06	1729679	genus	                Faecalibaculum
0.00104	1	1	5	1	2.113e-06	1702221	species	                  Faecalibaculum rodentium
0.1321	127	0	135	104	1.748e-05	2810281	family	              Turicibacteraceae
0.1321	127	9	135	104	1.748e-05	191303	genus	                Turicibacter
0.1228	118	0	33	96.8	6.858e-06	2638206	no rank	                  unclassified Turicibacter
0.1228	118	118	33	96.8	1.393e-05	1712675	species	                    Turicibacter sp. H121
0.3246	312	10	4350	32.3	1.413e-06	91061	class	          Bacilli
0.232	223	5	2405	45.1	2.812e-06	186826	order	            Lactobacillales
0.1196	115	0	1135	29.6	4.228e-06	1300	family	              Streptococcaceae
0.1186	114	56	928	34.8	4.12e-06	1301	genus	                Streptococcus
0.03641	35	35	121	158	1.778e-05	1314	species	                  Streptococcus pyogenes
0.006242	6	6	57	5.11	1.142e-05	1308	species	                  Streptococcus thermophilus
0.003121	3	3	3	45.7	1.691e-06	1345	species	                  Streptococcus ferus
0.002081	2	2	43	48.3	1.773e-05	1311	species	                  Streptococcus agalactiae
0.002081	2	2	35	1.91	1.766e-05	1346	species	                  Streptococcus iniae
0.002081	2	0	2	3	3.468e-07	1313	species	                  Streptococcus pneumoniae
0.002081	2	2	2	3	0.0001325	516950	strain	                    Streptococcus pneumoniae CGSP14
0.00104	1	1	33	1	9.252e-06	1309	species	                  Streptococcus mutans
0.00104	1	1	7	4	6.041e-06	68892	species	                  Streptococcus infantis
0.00104	1	0	6	1.17	8.384e-07	671232	species group	                  Streptococcus anginosus group
0.00104	1	0	6	1.17	2.24e-06	1338	species	                    Streptococcus intermedius
0.00104	1	1	1	2	4.832e-06	862967	strain	                      Streptococcus intermedius B196
0.00104	1	1	6	1	3.466e-06	2021971	species	                  Streptococcus respiraculi
0.00104	1	1	4	1	1.491e-06	1310	species	                  Streptococcus sobrinus
0.00104	1	1	2	1.5	1.22e-07	1307	species	                  Streptococcus suis
0.00104	1	1	3	1	3.78e-07	1304	species	                  Streptococcus salivarius
0.00104	1	1	1	1	5.271e-07	1348	species	                  Streptococcus parauberis
0.00104	1	1	190	2.14	4.423e-06	1357	genus	                Lactococcus
0.09363	90	3	904	31.8	2.322e-06	33958	family	              Lactobacillaceae
0.06138	59	59	27	522	1.591e-06	1253	genus	                Pediococcus
0.006242	6	4	248	4.78	8.995e-06	46255	genus	                Weissella
0.00104	1	0	13	25.5	7.529e-06	165096	species	                  Weissella koreensis
0.00104	1	1	6	21.7	1.965e-05	1045854	strain	                    Weissella koreensis KACC 15510
0.00104	1	1	7	1.57	1.079e-06	137591	species	                  Weissella cibaria
0.006242	6	6	4	11.5	1.877e-07	2767879	genus	                Companilactobacillus
0.004161	4	0	64	9.89	2.274e-06	2767842	genus	                Lactiplantibacillus
0.004161	4	2	60	10.5	4.19e-06	1590	species	                  Lactiplantibacillus plantarum
0.002081	2	2	9	2	0.02239	1300221	strain	                    Lactiplantibacillus plantarum DOMLa
0.002081	2	0	6	1.05e+03	8.418e-07	2767888	genus	                Liquorilactobacillus
0.002081	2	2	6	1.05e+03	2.528e-06	1618	species	                  Liquorilactobacillus mali
0.002081	2	0	84	5.82	1.168e-06	1578	genus	                Lactobacillus
0.002081	2	0	29	7.03	4.364e-06	1584	species	                  Lactobacillus delbrueckii
0.00104	1	1	21	4.95	2.868e-05	29397	subspecies	                    Lactobacillus delbrueckii subsp. lactis
0.00104	1	0	8	12.5	9.899e-06	1585	subspecies	                    Lactobacillus delbrueckii subsp. bulgaricus
0.00104	1	1	8	12.5	8.096e-05	321956	strain	                      Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
0.002081	2	2	48	9.52	1.719e-06	1243	genus	                Leuconostoc
0.002081	2	0	8	6.88	1.401e-06	2767882	genus	                Furfurilactobacillus
0.002081	2	2	8	6.88	1.401e-06	231049	species	                  Furfurilactobacillus rossiae
0.00104	1	0	33	1.85	1.651e-06	2767887	genus	                Ligilactobacillus
0.00104	1	1	27	1.74	3.737e-06	1624	species	                  Ligilactobacillus salivarius
0.00104	1	0	9	5.33	1.485e-06	2767877	genus	                Apilactobacillus
0.00104	1	1	8	5.5	2.401e-06	148814	species	                  Apilactobacillus kunkeei
0.00104	1	0	16	2.31	5.372e-07	2742598	genus	                Limosilactobacillus
0.00104	1	1	9	2.44	8.588e-07	1598	species	                  Limosilactobacillus reuteri
0.00104	1	0	5	1	3e-07	2767893	genus	                Lentilactobacillus
0.00104	1	1	1	1	2.679e-07	1581	species	                  Lentilactobacillus buchneri
0.007282	7	6	39	39.8	9.445e-07	186828	family	              Carnobacteriaceae
0.00104	1	0	11	80.6	3.151e-06	117563	genus	                Granulicatella
0.00104	1	1	11	80.6	5.861e-06	46124	species	                  Granulicatella adiacens
0.005202	5	0	137	17.2	1.013e-06	81852	family	              Enterococcaceae
0.005202	5	0	130	18	1.335e-06	1350	genus	                Enterococcus
